,Company/Brand,Stage,Amount,About,Year,Headquarter,Sector,Founded,Investor
1024,PumPumPum,Special Funding Types,360000.0,Pumpumpum is a car rental company,2020,Gurugram,Manufacturing,2018.0,Undisclosed
1025,Burgerama,Other Funding Types,1000000.0,Burgerama is a unit of Junket Foods Private Limited,2020,Gurugram,Consumer Goods,2018.0,"Madison, Anicut"
1026,Moms Co,Mid-Stage Funding,8000000.0,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,2020,Gurugram,Undisclosed,2016.0,"DSG Consumer Partners, Saama Capital"
1027,DillyHub,Early-Stage Funding,1400000.0,A service that promotes and facilitates the works of independent comic artists,2020,Seoul,Media & Entertainment,2018.0,"Kakao Ventures, Shinhan Capital"
1028,FPL Technologies,Mid-Stage Funding,10000000.0,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,2020,Pune,Undisclosed,2019.0,"Matrix Partners India, Hummingbird Ventures"
1029,FITTR,Other Funding Types,2000000.0,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,2020,Pune,Undisclosed,2016.0,Surge
1030,Illumnus,Early-Stage Funding,100000.0,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities",2020,Pune,Education,2018.0,23 High Networth Individuals (HNIs).
1031,CashKaro,Mid-Stage Funding,10000000.0,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,2020,Gurugram,Undisclosed,2012.0,"Ratan Tata, Kalaari Capital"
1032,Newton School,Early-Stage Funding,650000.0,Newton School is a platform to learn and develop skills,2020,Bangalore,Education,2019.0,Nexus Venture Partners
1033,Airmeet,Mid-Stage Funding,12000000.0,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge",2020,Bangalore,IT & Technology,2019.0,"Global Founders Capital, Redpoint"
1034,Observe ai,Mid-Stage Funding,54000000.0,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.",2020,Overseas,IT & Technology,2017.0,"01 Advisors, Steadview Capital"
1035,InCred,Special Funding Types,5000000.0,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",2020,Mumbai,Financial Services,2016.0,"Pushpak Credit, Fiscal"
1036,Toppr,Late-Stage Funding,35000000.0,Toppr is an Indian educational technology and online tutoring firm,2020,Mumbai,Education,2013.0,"Kaizenvest, Foundation Holdings"
1037,CarTrade,Late-Stage Funding,42500000.0,Buy and Sell Used Cars,2020,Mumbai,Undisclosed,2009.0,"Pincus, JP Morgan, Temasek, March Capital"
1038,LEAD School,Late-Stage Funding,28000000.0,Offers a high-end digital classroom system focused on enhancing the learning experience,2020,Mumbai,Education,2012.0,"Westbridge Capital, Elevar Equity"
1039,Servify,Late-Stage Funding,11370000.0,"Enables top OEMs & ODMs in device distribution, sales, warranty",2020,Mumbai,Manufacturing,2015.0,"Blume Ventures, Tetrao"
1040,Lido Learning,Mid-Stage Funding,7500000.0,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?",2020,Mumbai,Education,2019.0,"BAce Capital, Madhur Deora"
1041,Apna.co,Mid-Stage Funding,8000000.0,Can find all types of jobs from entry level to experienced people in over 60+ categories.,2020,Bangalore,Undisclosed,2019.0,"Lightspeed India, Sequoia Capital India"
1042,Quintype Technologies,Mid-Stage Funding,325000.0,"Building a suite of digital publishing solutions to simplify content creation, distribution",2020,Bangalore,IT & Technology,2014.0,"IIFL Asset Management, Raghav Bahl"
1043,Dunzo,Late-Stage Funding,28000000.0,Order online and get free delivery from your nearby restaurants,2020,Bangalore,IT & Technology,2014.0,"Wes Schwalje, Alteria Capital"
1044,Entropik,Mid-Stage Funding,8000000.0,Gain insights into human emotions with AI-powered platform affect lab.,2020,Bangalore,Undisclosed,2016.0,"IDFC-Parampara Fund, Bharat Innovation Fund"
1045,Livspace,Late-Stage Funding,9000000.0,Interior design marketplace that connects interior designers,2020,Bangalore,Undisclosed,2014.0,"Mercer Investments, Nicholas Cator"
1046,Ultraviolette Automotive,Mid-Stage Funding,410000.0,Industries Automotive Electric Vehicle Energy Energy Storage,2020,Bangalore,Undisclosed,2015.0,TVS Motor Company
1047,WinZO,Mid-Stage Funding,18000000.0,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,2020,New Delhi,Sports,2016.0,"Makers Fund, Courtside Ventures"
1048,SenseHawk,Mid-Stage Funding,5000000.0,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,2020,Bangalore,Energy,2016.0,"Falcon Edge Capital, SAIF Partners"
1049,Railofy,Early-Stage Funding,900000.0,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,2020,Mumbai,Undisclosed,2019.0,Chiratae Ventures.
1050,Eloelo,Early-Stage Funding,450000.0,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.",2020,Bangalore,Undisclosed,2020.0,Undisclosed
1051,Aibono,Other Funding Types,2000000.0,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,2020,Bangalore,Agriculture,2014.0,"Menterra Venture Advisors, Rianta Capital"
1052,BuildPan,Early-Stage Funding,500000.0,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.",2020,Indore,Undisclosed,2019.0,"Sunil Kumar Singhvi, Yusho Kawata"
1053,Homelane,Special Funding Types,8000000.0,Explore 1000's of fully customizable home interior designs.,2020,Bangalore,Undisclosed,2014.0,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures"
1054,MyGlamm,Mid-Stage Funding,1000000.0,Buy Makeup kit & Cosmetics Products from international makeup brand,2020,Mumbai,Consumer Goods,2015.0,Bessemer Venture Partners
1055,Aviom,Special Funding Types,682000.0,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,2020,New Delhi,Financial Services,2016.0,"Insitor Partners, C4D Partners"
1056,Flinto,Other Funding Types,7000000.0,Flintobox is an India-based company that produces educational activity boxes for children,2020,Chennai,Education,2013.0,"Sinai Ventures, Y Combinator"
1057,WayCool,Late-Stage Funding,5060000.0,WayCool is a social enterprise positively impacting the lives of India's farmers,2020,Chennai,Agriculture,2015.0,"FMO, IndusInd Bank"
1058,YAP,Mid-Stage Funding,4050000.0,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,2020,Chennai,Undisclosed,2014.0,"Jitendra Gupta, Better Capital"
1059,Big Bang Boom Solutions,Mid-Stage Funding,1050000.0,It aims to co-create intellectual property that can reside within the borders of the country.,2020,Chennai,Undisclosed,2018.0,"Mumbai Angels, Defence Innovation Organisation"
1060,GUVI,Mid-Stage Funding,800000.0,Operates vernacular-language based education tech startup,2020,Chennai,Education,2014.0,"CBA Capital, Gray Matters Capital"
1061,BluSmart,Other Funding Types,7000000.0,"BluSmart, an all-electric ride-hailing platform",2020,Gurugram,Energy,2019.0,"Kalpavriksh, JITO Angel Network"
1062,Cell Propulsion,Other Funding Types,1000000.0,Designs and develops electric power drives and autonomous electric mobility solutions,2020,Bangalore,Manufacturing,2017.0,"growX ventures, Sangam Ventures"
1063,MPL,Mid-Stage Funding,50000000.0,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,2020,Bangalore,Media & Entertainment,2018.0,"Sequoia Capital India, Times Internet"
1064,Spoonshot,Other Funding Types,1000000.0,A food science company using AI to predict consumer taste and food trends,2020,Bangalore,Consumer Goods,2015.0,"SRI Capital, Techstars Farm to Fork Accelerator"
1065,Pulse,Other Funding Types,750000.0,Helps people navigate through and profit off financial markets,2020,Mumbai,Undisclosed,2015.0,Undisclosed
1066,Groww,Late-Stage Funding,30000000.0,Leading Investment and Trading Platform,2020,Bangalore,Undisclosed,2016.0,"Y Combinator, Ribbit Capital"
1067,i3 Systems,Other Funding Types,1050000.0,Transforming India's health insurance industry with its digital solutions and AI products for automation,2020,Mumbai,Undisclosed,2016.0,"Hatanaka Yosuke, Minomiya Takeo"
1068,SOAL,Other Funding Types,1000000.0,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders",2020,Mumbai,Education,2017.0,"Krishnan Menon, Srinivas Kollipara"
1069,OckyPocky,Early-Stage Funding,400000.0,Ockypocky helps kids in learning spoken english,2020,Gurugram,Education,2015.0,"SucSEED Venture Partners, ah! Ventures"
1070,Hippo Video,Mid-Stage Funding,4000000.0,Helps enterprise businesses achieve their marketing and sales goals through seamless video,2020,Overseas,Media & Entertainment,2016.0,"Surge, Kae Capital"
1071,Hasura,Mid-Stage Funding,25000000.0,"Builds developer tooling products, including open source tools, backend",2020,Overseas,Undisclosed,2017.0,"Nexus Venture Partners, Sam Lambert"
1072,Qapita,Early-Stage Funding,1080000.0,Qapita provides digital equity management tools for private companies and startups.,2020,Overseas,Undisclosed,2019.0,"Alto Partners, Mission Holdings"
1073,Sunday,Other Funding Types,9000000.0,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,2020,Overseas,Undisclosed,2017.0,"SCB 10X, LINE Ventures"
1074,Gamezop,Mid-Stage Funding,4300000.0,A multi-game platform,2020,Gurugram,Sports,2015.0,"Powerhouse ventures, Tracxn,"
1075,Phool.co,Other Funding Types,1400000.0,They use flowers from temples across India's and create useful products such as rose incense cone,2020,Kanpur,Undisclosed,2017.0,Kaplan Foundation
1076,Chiratae Ventures,Special Funding Types,982530.0,A leading tech venture capital fund focused on enabling entrepreneurs in India.,2020,Bangalore,Financial Services,2018.0,Undisclosed
1077,MedLife,Other Funding Types,6800000.0,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.",2020,Bangalore,Healthcare & Life Sciences,2014.0,Ivy Icon
1078,IDfy,Mid-Stage Funding,2110000.0,IDfy provides risk and fraud solutions,2020,Mumbai,IT & Technology,2011.0,"Millenna FVCI III, NB Ventures, Dream Incubator"
1079,True Balance,Late-Stage Funding,24000000.0,Earn money by meeting financial needs of your friends and neighbors.,2020,Gurugram,Financial Services,2014.0,Balancehero
1080,Bira91,Other Funding Types,764000.0,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,2020,New Delhi,Consumer Goods,2015.0,Anicut Capital
1081,Max wholesale,Other Funding Types,603000.0,MaxWholesale is an online distributor that provides authentic FMCG goods,2020,New Delhi,Undisclosed,2016.0,"Al Falaj Commercial Investment Co, Vistra ITCL India"
1082,Craftsvilla,Other Funding Types,409000.0,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories",2020,Mumbai,Undisclosed,2011.0,Supera Investments
1083,MechMocha,Mid-Stage Funding,292000.0,India's first vernacular social gaming platform,2020,Bangalore,Media & Entertainment,2011.0,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc"
1084,Mindhouse,Other Funding Types,286000.0,A gym to train your mind offering workouts and programmes,2020,Gurugram,Undisclosed,2019.0,"GGV Capital, Sahi Barual"
1085,DeepSync,Other Funding Types,136000.0,"A revolutionary way to record your content, without you really speaking",2020,Chandigarh,Undisclosed,2018.0,"Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund"
1086,Eruditus,Other Funding Types,2500000.0,Bring world-class business and professional education to a global audience,2020,Mumbai,Education,2010.0,"Bertelsmann India Investments, Sequoia Capital India"
1087,Gradeup,Other Funding Types,546000.0,"India's largest exam preparation destination,",2020,Noida,Education,2015.0,"Times Internet, TLabs"
1088,Tracxn,Mid-Stage Funding,887000.0,Tracxn is the research partner for Venture Capitalist,2020,Bangalore,Financial Services,2013.0,"Saif partners, Accel partners, Sequoia capital"
1089,Purple Style Labs,Other Funding Types,43000.0,Shopping experience and foster the growth of Indian brands and designers.,2020,Mumbai,Consumer Goods,2015.0,"Jitendra Gupta, Astarc Ventures."
1090,ProPhysio,Other Funding Types,40900.0,The largest provider of physiotherapy and rehabilitation services,2020,Bangalore,Healthcare & Life Sciences,2016.0,Nestavera Ventures.
1091,Flickstree,Other Funding Types,40900.0,World's largest video publisher,2020,Mumbai,IT & Technology,2014.0,"MOX, Venture Catalysts"
1092,Settl,Other Funding Types,2500000.0,Get affordable AC bus-rides everyday,2020,Gurugram,Travel & Tourism,2015.0,"Sojitz, SIG Global India Fund"
1093,Fanspole,Early-Stage Funding,2500000.0,India's only social fantasy gaming platform,2020,Thane,Media & Entertainment,2020.0,"Mohan Verma, Better Capital"
1094,Sarva,Other Funding Types,2500000.0,A wellness ecosystem built on the authentic foundations of Yoga,2020,Mumbai,Healthcare & Life Sciences,2016.0,"Shikhar Dhawan, Mantra Capital"
1095,Univ.ai,Other Funding Types,2500000.0,"A distributed, global educational powerhouse that draws on technology",2020,Bangalore,Education,2019.0,Kiran Mazumdar Shaw.
1096,PurohitJi,Other Funding Types,2500000.0,App for Hindu Puja Products & Services,2020,Bangalore,Undisclosed,2020.0,Bhadresh
1097,CredoLab,Mid-Stage Funding,7000000.0,AI credit scoring platform,2020,Overseas,IT & Technology,2015.0,"GB Group, Walden International"
1098,Brick&Bolt,Mid-Stage Funding,2200000.0,"A construction company doing house construction, building construction, commercial construction",2020,Bangalore,Undisclosed,2018.0,"Meghna Agarwal, Navin Dhanuka"
1099,Grinntech,Other Funding Types,2000000.0,Leading on all fronts of battery design,2020,Chennai,Undisclosed,2013.0,"V Sumantran, V Lakshmi Narayanan"
1100,6Degree,Other Funding Types,340000.0,India's leading fashion business platform,2020,Mumbai,Consumer Goods,2014.0,"Keiretsu Forum, SucSEED Venture Partners"
